transaction_sk,currency,transaction_type,transaction_status,topup_method,transaction_date
99819a3a9fab,USD,D,Failed,Cash Desk,2025-02-21 04:15:01.940257
42be7f5ef4ac,USH, Withdrawal ,Completed,Cash Desk,2025-04-26 11:02:08.936799
d8257afba17b,TZSH,D,Failed,Cash Desk,2025-03-31 18:51:37.569850
9b02031652ce,RF,withdrawal,Failed,Mpesa,2025-02-22 23:55:57.432376
4c11502d0308,KS,D,Failed,Cash Desk,2025-02-20 01:58:26.423941
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-03-29 23:31:52.960072
201051cf708c,USD,withdrawal,Failed,Paypal,2025-02-16 12:50:15.800882
871fefe7ce54,RWF,W,Failed,Bank Transfer,2025-03-29 10:22:08.548474
0e8df4a9ac48,USD,W,Completed,Paypal,2025-04-19 12:59:47.890380
2566c5ccdb10,USD,D,Failed,Paypal,2025-02-02 15:01:05.411177
3e3702400cd8,TSH, Withdrawal ,Failed,Paypal,2025-03-01 15:36:07.342191
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-02-22 20:38:05.474063
6189f0695574,KS,D,Failed,Mpesa,2025-03-10 06:40:39.628761
d1d2013e8113,UGX,withdrawal,Failed,Paypal,2025-04-03 07:23:26.433620
4eba0a05774d,TSH,D,Failed,Mpesa,2025-04-06 11:08:17.340580
6a5b583e475d,USD,Deposit ,Pending,Bank Transfer,2025-04-19 16:15:19.057769
dad7bb5966cf,KSH,deposit,Failed,PayPal,2025-03-22 05:45:04.234646
e4bc4b23e390,UGSH,D,Failed,Cash Desk,2025-03-21 16:07:47.511975
d7e561334c45,TSH,W,Failed,Bank Transfer,2025-02-17 06:40:26.433211
b82941fc9005,RF,Deposit ,Failed,Paypal,2025-02-12 03:29:35.168789
2f94daaf1364,KS,Deposit ,Failed,Bank Transfer,2025-03-21 21:42:08.267254
c8b9525114d6,UGX,D,Failed,Paypal,2025-03-19 04:12:09.371724
83db581dac30,USD,D,Failed,Bank Transfer,2025-02-28 05:41:09.059115
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-03-14 12:47:07.041249
7e4353b1ee5b,KSH,withdrawal,Pending,Paypal,2025-04-28 16:14:41.596528
e1c6f34d1386,UGSH,deposit,Failed,Mpesa,2025-03-03 13:21:10.421935
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-02-04 13:42:30.347605
1f2de2ac6bc2,RWF,withdrawal,Completed,Bank Transfer,2025-04-25 07:14:29.188183
265113f5155b,KSH,deposit,Failed,Bank Transfer,2025-04-04 10:24:22.513764
a60f278f4d94,USH,deposit,Failed,Card Payment,2025-02-10 16:37:54.728631
83b9a78f7cd2,TZSH,withdrawal,Failed,Mpesa,2025-04-02 09:38:48.312382
1c4292fb21ff,USD,deposit,Failed,Mpesa,2025-02-08 19:40:44.068045
c39ce2499cf3,KES,withdrawal,Pending,Cash Desk,2025-04-15 11:49:40.882958
2c614c70f0d5,UGX,D,Failed,Cash Desk,2025-03-05 14:32:19.067348
53fd3ee10c58,TZSH,D,Failed,Paypal,2025-03-26 11:41:39.947494
004190af4bc8,RWF,deposit,Failed,Bank Transfer,2025-04-06 17:51:09.165353
b79f221d03ca,KS,W,Failed,Paypal,2025-03-27 02:00:23.162209
d0d984b6e176,USH, Withdrawal ,Failed,Mpesa,2025-04-08 22:50:09.411526
c7f2d5c24184,TZSH,Deposit ,Failed,Paypal,2025-03-31 10:24:18.899833
b8536b339457,USD,W,Failed,Mpesa,2025-03-31 00:09:51.177074
67e530ca0bb6,USD,D,Failed,Mpesa,2025-03-18 13:42:11.117312
86d055a18e0a,UGX, Withdrawal ,Failed,Mpesa,2025-02-06 15:35:29.986190
fd9db1b760a1,TZS,W,Failed,Cash Desk,2025-03-19 11:43:19.861145
0409187369d7,RWF,deposit,Failed,Cash Desk,2025-02-10 07:43:23.480646
02948f6544ff,KS,deposit,Completed,Bank Transfer,2025-04-25 05:38:56.176782
e85f0bab05d8,USH,D,Failed,Bank Transfer,2025-04-13 18:28:43.466620
50a0dd415718,TZS,D,Failed,Paypal,2025-02-04 07:54:50.503434
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-02-15 10:08:27.265236
709bc89a98cb,KS,W,Failed,Bank Transfer,2025-02-20 21:23:19.689291
c75e4706cb72,UGSH,withdrawal,Failed,Paypal,2025-03-30 11:50:39.519701
c8dfad9d09bf,TZSH,W,Failed,Bank Transfer,2025-02-03 04:22:22.591208
8e3129740440,RWF,deposit,Failed,Card Payment,2025-02-14 23:10:36.238940
6b7dcbf71970,KS,Deposit ,Failed,Mpesa,2025-03-27 17:24:31.436808
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-02-26 19:03:52.096449
d8257afba17b,TZSH,D,Failed,Cash Desk,2025-03-27 13:26:15.131363
a710462c6fd2,RF,Deposit ,Failed,Mpesa,2025-02-16 00:20:05.650680
6189f0695574,KS,D,Failed,Mpesa,2025-03-31 20:37:11.810141
2be71bfa8808,UGX,deposit,Failed,Cash Desk,2025-04-11 08:12:51.748411
b4c1bebd9d2f,TZSH,D,Failed,Mpesa,2025-02-02 20:37:12.915672
b82941fc9005,RF,Deposit ,Failed,Paypal,2025-02-17 08:03:12.154514
fec2db96c2b1,KSH, Withdrawal ,Failed,Cash Desk,2025-03-22 01:49:09.563069
47dd54090138,UGSH, Withdrawal ,Failed,Bank Transfer,2025-03-22 04:50:42.791797
26c0d7ec5b97,TZS,withdrawal,Failed,Cash Desk,2025-02-26 14:10:17.757142
5a0a4ff1c0d5,RWF,withdrawal,Failed,Cash Desk,2025-04-04 07:10:19.176881
d9b7cb336f05,KS, Withdrawal ,Failed,Paypal,2025-03-15 13:42:02.898982
dbd56ff64c4c,UGSH,W,Failed,Bank Transfer,2025-02-07 10:12:14.723002
98fcb3d06dcc,TSH, Withdrawal ,Pending,Bank Transfer,2025-04-16 17:31:16.513057
0d48d1488a86,USD,W,Failed,Paypal,2025-03-30 19:18:48.227455
a01d545e1739,KS,D,Failed,Bank Transfer,2025-03-19 09:45:40.465522
a10b98600e9d,USH,W,Failed,Mpesa,2025-03-15 12:26:55.204017
4eba0a05774d,TSH,D,Failed,Mpesa,2025-02-16 01:55:17.147307
bd26930ccc7b,RWF,D,Failed,Cash Desk,2025-03-06 06:06:36.111472
ee546888d84a,KS,deposit,Pending,PayPal,2025-04-19 21:55:57.468548
2cd9faff7e4d,USD,withdrawal,Pending,Cash Desk,2025-04-23 22:14:50.818063
d009dbd2a835,TSH,deposit,Failed,Cash Desk,2025-04-03 12:12:56.514837
8e3129740440,RWF,deposit,Failed,Card Payment,2025-04-02 06:47:04.181020
71068820111e,KSH,D,Pending,Cash Desk,2025-04-27 05:55:00.065152
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-02-17 02:01:51.996106
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-03-21 16:56:13.210731
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-02-08 16:13:42.075183
f6ac3919b0eb,KS, Withdrawal ,Completed,Bank Transfer,2025-04-19 09:33:13.573154
b957714f3814,USD,Deposit ,Completed,Mpesa,2025-04-17 14:50:34.164942
ac3a4d5ff527,TSH,deposit,Failed,PayPal,2025-03-03 14:30:04.136985
cddabcffd5c7,RF,D,Failed,Bank Transfer,2025-02-16 10:05:06.824193
14dd48a8d5b8,KES,deposit,Failed,Mpesa,2025-03-14 01:43:18.020964
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-03-09 09:00:47.410215
2dfe31a08815,TSH,D,Failed,Bank Transfer,2025-02-12 16:44:51.803027
29e6e2d61b68,RWF,D,Failed,Bank Transfer,2025-04-04 11:40:13.494387
9262b27497fe,KSH,D,Completed,Cash Desk,2025-04-17 01:01:04.645426
e1c6f34d1386,UGSH,deposit,Failed,Mpesa,2025-04-06 02:55:53.139600
f8ddec842c09,TZS, Withdrawal ,Failed,Mpesa,2025-03-06 15:27:54.687465
a52808b861db,RF,D,Failed,Paypal,2025-03-22 00:06:16.823870
8b2627a09ace,KSH,Deposit ,Failed,Cash Desk,2025-04-08 14:32:52.073246
2a2b4e0dcca1,USH,W,Failed,Bank Transfer,2025-03-24 20:13:01.166049
a40337d0e7f2,TSH,withdrawal,Completed,Bank Transfer,2025-04-22 05:19:43.736672
1a99c857a0fa,RF,W,Failed,Bank Transfer,2025-04-08 17:45:41.198472
6b7dcbf71970,KS,Deposit ,Failed,Mpesa,2025-02-19 17:36:47.060938
23f9849a5d6a,UGX,Deposit ,Failed,Cash Desk,2025-04-03 21:00:42.203550
aa0df4bb88c5,TSH,Deposit ,Failed,Paypal,2025-04-01 17:03:47.030183
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-03-29 18:17:23.472999
a01d545e1739,KS,D,Failed,Bank Transfer,2025-03-13 02:15:20.916720
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-02-17 08:25:57.760620
4e28ca735392,TSH,D,Pending,Paypal,2025-04-15 15:55:47.528012
0ad87976aa59,RWF,withdrawal,Completed,Cash Desk,2025-04-18 21:57:08.767124
6c34a5a19564,USD,W,Failed,Cash Desk,2025-03-12 05:18:04.640831
67e530ca0bb6,USD,D,Failed,Mpesa,2025-02-17 06:20:57.804786
fd9db1b760a1,TZS,W,Failed,Cash Desk,2025-03-15 05:29:40.209068
cba1f6924f5a,RF,withdrawal,Failed,Cash Desk,2025-02-22 11:27:38.656462
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-12 20:12:36.309970
e4bc4b23e390,UGSH,D,Failed,Cash Desk,2025-03-26 02:44:12.621419
83b9a78f7cd2,TZSH,withdrawal,Failed,Mpesa,2025-02-07 03:29:17.360713
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-03-31 00:17:58.727289
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-04-04 09:23:22.663584
74ba0d303686,UGSH,Deposit ,Failed,Paypal,2025-03-28 18:16:49.021553
6c34a5a19564,USD,W,Failed,Cash Desk,2025-02-27 22:48:29.499026
634cb0e58601,USD,W,Pending,Mpesa,2025-04-22 00:41:50.153326
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-04-08 08:17:21.590625
1252693a1efa,UGX, Withdrawal ,Failed,Paypal,2025-02-26 14:47:32.036793
bf5cf6a943a2,TZSH, Withdrawal ,Failed,Cash Desk,2025-03-15 05:53:16.413973
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-02-07 16:22:32.483514
48194aef13eb,KS,W,Pending,Bank Transfer,2025-04-23 12:14:17.321144
86d055a18e0a,UGX, Withdrawal ,Failed,Mpesa,2025-02-22 00:44:04.087710
b4c1bebd9d2f,TZSH,D,Failed,Mpesa,2025-03-14 08:00:08.014615
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-04-14 20:29:57.696920
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-03-09 06:13:08.237159
6c34a5a19564,USD,W,Failed,Cash Desk,2025-02-15 00:52:20.953829
af5abca0fe45,TZS,Deposit ,Failed,Paypal,2025-04-02 15:14:22.626333
b8536b339457,USD,W,Failed,Mpesa,2025-02-24 08:05:27.683342
dad7bb5966cf,KSH,deposit,Failed,PayPal,2025-02-17 17:49:11.201829
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-02-04 12:21:00.292833
0a887e5a6bab,TSH,Deposit ,Failed,Cash Desk,2025-02-21 03:28:55.161187
b8536b339457,USD,W,Failed,Mpesa,2025-02-19 18:05:59.252652
c32235fcbb16,KES, Withdrawal ,Failed,Paypal,2025-04-12 01:19:11.505478
61188ef40bab,USH,D,Failed,Cash Desk,2025-03-24 02:32:20.887441
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-04-12 23:00:52.012776
ae4dc6017db9,RWF, Withdrawal ,Failed,Mpesa,2025-02-04 08:49:21.402533
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-02-09 00:55:14.510366
ec969f849ce8,USD, Withdrawal ,Pending,Cash Desk,2025-04-25 03:11:29.504210
a922b5c48b04,TZS,withdrawal,Completed,Cash Desk,2025-04-26 01:12:54.157165
004190af4bc8,RWF,deposit,Failed,Bank Transfer,2025-04-14 17:34:38.819201
8d3962e8acf7,KS,withdrawal,Failed,Paypal,2025-03-26 02:28:47.597435
6dc37aa328fa,USH,Deposit ,Failed,Paypal,2025-03-31 07:13:01.296856
0d48d1488a86,USD,W,Failed,Paypal,2025-04-08 07:19:04.510212
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-01 14:55:35.907099
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-04-09 11:35:30.206362
8326a7dd8739,USD,Deposit ,Failed,Mpesa,2025-02-25 11:43:08.594165
5af5de5f7866,TSH,deposit,Failed,Card Payment,2025-03-13 22:09:01.559860
275b67969f7c,RWF,Deposit ,Completed,Mpesa,2025-04-15 03:40:10.329783
a06dfa14ea18,KSH,withdrawal,Failed,Mpesa,2025-03-17 09:04:42.438330
e85f0bab05d8,USH,D,Failed,Bank Transfer,2025-02-11 04:56:23.349669
af5abca0fe45,TZS,Deposit ,Failed,Paypal,2025-02-25 18:00:54.851036
fc0d8efee15b,RWF,withdrawal,Failed,Paypal,2025-03-31 21:17:30.220578
a06dfa14ea18,KSH,withdrawal,Failed,Mpesa,2025-04-03 07:39:12.240198
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-02-02 05:59:53.540097
8326a7dd8739,USD,Deposit ,Failed,Mpesa,2025-03-29 12:11:17.382119
602b1778ec13,RWF,deposit,Completed,Bank Transfer,2025-04-20 10:34:30.463784
d35962d5cdfe,KES,D,Failed,Bank Transfer,2025-02-23 09:06:09.795497
96d4fc1814de,UGSH,W,Failed,Mpesa,2025-02-20 01:22:04.766342
ab1b1074d26a,USD,deposit,Failed,Card Payment,2025-02-18 10:46:29.530793
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-02-27 05:39:03.738889
ba2412c415b5,KES,W,Failed,Cash Desk,2025-03-27 23:36:30.819371
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-03-29 02:48:56.996233
fd9db1b760a1,TZS,W,Failed,Cash Desk,2025-02-23 10:28:53.098560
a710462c6fd2,RF,Deposit ,Failed,Mpesa,2025-04-01 06:17:23.513879
acd7aefaf016,KS,Deposit ,Pending,Mpesa,2025-04-24 18:38:35.786774
5c3f37ed5faf,UGX,W,Completed,Cash Desk,2025-04-17 09:17:29.577614
7408fb0012be,TSH,D,Failed,Cash Desk,2025-02-23 18:09:53.522538
09ca7ed6be90,RF,W,Failed,Cash Desk,2025-02-20 14:28:11.204943
593da5400b5f,KSH,W,Completed,Mpesa,2025-04-21 03:50:56.668847
bde4db351a7f,USH,W,Failed,Cash Desk,2025-02-19 00:41:14.386820
aed4fcdce4bc,TSH,Deposit ,Pending,Mpesa,2025-04-25 04:51:11.112704
f0ff8c9598c7,RF,Deposit ,Failed,Cash Desk,2025-02-21 06:23:27.373670
49de6387e4b7,KS,D,Failed,Paypal,2025-04-05 18:53:26.680809
152cababf44c,UGSH,deposit,Failed,Card Payment,2025-03-16 05:27:54.664764
54bed65ea8e9,TSH,W,Failed,Cash Desk,2025-04-01 18:10:13.612134
b835ad61e9b6,USD,withdrawal,Pending,Mpesa,2025-04-20 10:44:28.152105
275b3c0d47d7,KES,deposit,Failed,Card Payment,2025-04-01 19:38:06.872074
262bdf2568be,UGX,W,Failed,Paypal,2025-02-23 02:05:31.271809
0da7b506008b,TSH,deposit,Pending,PayPal,2025-04-15 20:14:31.176553
8514650747cd,RWF,W,Pending,Bank Transfer,2025-04-20 17:24:09.698324
a06dfa14ea18,KSH,withdrawal,Failed,Mpesa,2025-03-16 17:10:42.160274
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-03-20 06:47:11.899289
06e4c956cd9c,USD,Deposit ,Pending,Mpesa,2025-04-20 20:05:43.159341
dde3589ef44d,RWF,W,Failed,Mpesa,2025-02-04 01:02:06.130001
c32235fcbb16,KES, Withdrawal ,Failed,Paypal,2025-03-14 06:03:26.510712
50a877e32994,UGSH, Withdrawal ,Failed,Cash Desk,2025-02-17 04:51:31.366140
d421335c0b8d,TZSH,Deposit ,Pending,Paypal,2025-04-26 11:20:11.341187
f29fbef71faf,RWF,Deposit ,Pending,Mpesa,2025-04-16 18:42:45.909243
b835ad61e9b6,USD,withdrawal,Pending,Mpesa,2025-04-28 17:57:32.570103
88a58eaf3db6,USH,Deposit ,Failed,Bank Transfer,2025-02-05 08:37:59.414124
037c22d50024,TZSH,W,Failed,Cash Desk,2025-04-14 14:29:01.843553
67e530ca0bb6,USD,D,Failed,Mpesa,2025-02-28 01:15:41.874672
0926b7fdd22c,KSH,deposit,Completed,Card Payment,2025-04-25 16:03:51.769200
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-02-23 23:55:29.590316
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-02-26 02:24:29.881490
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-02-22 20:00:09.912212
8d3962e8acf7,KS,withdrawal,Failed,Paypal,2025-02-17 13:16:49.990098
75743c3606be,USH,D,Completed,Cash Desk,2025-04-26 12:57:11.646623
db23e85c6388,TZSH,W,Pending,Paypal,2025-04-24 13:16:51.366981
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-03-01 20:46:44.187674
9c862132f553,KSH,W,Failed,Bank Transfer,2025-03-25 19:47:56.895905
47dd54090138,UGSH, Withdrawal ,Failed,Bank Transfer,2025-03-12 15:02:56.651538
81b41fa5dbac,TZSH,Deposit ,Pending,Mpesa,2025-04-25 10:19:25.324757
a710462c6fd2,RF,Deposit ,Failed,Mpesa,2025-03-17 23:06:05.927923
b8536b339457,USD,W,Failed,Mpesa,2025-03-03 05:06:04.036771
bf19dfa2d279,UGSH,W,Failed,Paypal,2025-03-26 05:15:26.122271
00fd171b49f0,TZS,W,Failed,Mpesa,2025-04-08 20:40:19.339382
9d9859578cbd,RF, Withdrawal ,Failed,Paypal,2025-03-06 12:21:10.509872
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-03-21 04:56:10.179961
7cf5fb614f42,UGSH,deposit,Failed,Cash Desk,2025-03-12 03:30:23.797159
73324d3f3751,USD, Withdrawal ,Pending,Paypal,2025-04-18 18:57:54.122252
ae6c8f0b7750,USD,withdrawal,Completed,Bank Transfer,2025-04-26 07:41:13.615771
876cff1f92fd,KS,D,Pending,Cash Desk,2025-04-20 05:01:41.799209
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-03-21 02:55:27.542655
00ae38be15d2,TZS,withdrawal,Failed,Paypal,2025-04-08 06:22:35.696294
a3aa5f8168c6,RF,withdrawal,Failed,Bank Transfer,2025-02-26 10:16:32.007570
1a8988b5e6f7,KES,Deposit ,Failed,Mpesa,2025-03-18 08:45:33.953558
75c8e7b3830b,UGX,D,Failed,Mpesa,2025-02-11 04:00:26.210171
8764b15da840,TSH,deposit,Failed,Mpesa,2025-03-28 15:55:37.570814
8a6c21e0926c,RF,Deposit ,Failed,Bank Transfer,2025-02-23 00:20:45.696391
1a8988b5e6f7,KES,Deposit ,Failed,Mpesa,2025-03-01 08:49:27.029561
86d055a18e0a,UGX, Withdrawal ,Failed,Mpesa,2025-02-05 21:09:35.815657
aac8c18904d8,TZSH,W,Failed,Mpesa,2025-04-03 11:44:39.040599
0b5fbee2b4ee,RF,D,Failed,Mpesa,2025-03-28 14:19:04.407564
26333fe07a2e,KS,W,Completed,Mpesa,2025-04-26 11:12:32.001700
0088c81ac123,USH, Withdrawal ,Completed,Mpesa,2025-04-25 05:36:53.649452
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-02-03 15:31:32.849278
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-03-14 07:06:13.631338
4c411fb9645d,KES,deposit,Pending,Bank Transfer,2025-04-19 22:32:55.365785
570a85062fca,USH,deposit,Failed,Mpesa,2025-03-09 03:06:11.062510
b20e9e987e2d,TZS, Withdrawal ,Failed,Cash Desk,2025-03-10 00:36:12.873167
92d3ac76a705,RF,deposit,Failed,Cash Desk,2025-03-21 17:05:25.653814
8326a7dd8739,USD,Deposit ,Failed,Mpesa,2025-03-20 12:12:34.639892
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-03-29 04:06:35.041532
020e5c0fc08d,TZS,Deposit ,Failed,Cash Desk,2025-02-13 21:26:20.977258
0b5fbee2b4ee,RF,D,Failed,Mpesa,2025-03-24 00:32:30.362178
4762f944ea2b,KSH,D,Failed,Paypal,2025-04-14 20:19:09.828583
bf19dfa2d279,UGSH,W,Failed,Paypal,2025-03-23 21:17:48.327502
7ee35ebf794c,TZS, Withdrawal ,Completed,Paypal,2025-04-25 10:00:16.589686
f288c662ff74,USD,W,Completed,Mpesa,2025-04-20 07:07:00.274508
647502f8cc58,KES,W,Pending,Mpesa,2025-04-15 08:54:21.950000
812eff57ff61,UGSH,Deposit ,Completed,Bank Transfer,2025-04-26 12:34:38.246037
ad4a6a9a95b6,TZS,deposit,Failed,Bank Transfer,2025-02-27 06:18:13.363926
bf6dba03bbb9,RWF, Withdrawal ,Failed,Paypal,2025-02-04 15:41:06.909710
1c4292fb21ff,USD,deposit,Failed,Mpesa,2025-03-20 11:20:21.604269
99b7cbaa542a,UGSH,Deposit ,Failed,Cash Desk,2025-03-10 12:37:02.775215
aa0df4bb88c5,TSH,Deposit ,Failed,Paypal,2025-02-03 11:55:55.036329
cba1f6924f5a,RF,withdrawal,Failed,Cash Desk,2025-03-27 02:20:31.914626
fec2db96c2b1,KSH, Withdrawal ,Failed,Cash Desk,2025-04-07 21:26:59.653764
57e82d9be633,USH,withdrawal,Failed,Paypal,2025-03-18 23:45:33.186227
c1802dfe5c1c,TZS,deposit,Failed,Mpesa,2025-02-19 05:32:32.909839
6c34a5a19564,USD,W,Failed,Cash Desk,2025-03-11 05:31:49.317938
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-03-12 20:04:10.317203
8d6127e5e595,USD,D,Pending,Bank Transfer,2025-04-22 10:01:45.046727
29d8766ce95f,TSH, Withdrawal ,Failed,Bank Transfer,2025-02-14 05:29:08.309663
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-03-15 07:46:36.308702
bea1bf423a7a,KSH,D,Failed,Cash Desk,2025-03-03 07:32:25.706513
b4048eab9015,UGX,W,Failed,Mpesa,2025-02-12 00:40:30.784452
61aaf532bf0d,TZS,deposit,Pending,Card Payment,2025-04-26 06:21:30.670158
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-03-10 02:43:09.486097
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-02-10 05:13:08.643704
bf19dfa2d279,UGSH,W,Failed,Paypal,2025-03-06 01:05:48.169742
323775fb3b0f,TSH,withdrawal,Failed,Mpesa,2025-02-22 13:47:01.038453
2b3199c6d9ae,RWF,deposit,Failed,Mpesa,2025-02-11 20:25:10.257322
6c34a5a19564,USD,W,Failed,Cash Desk,2025-02-15 22:39:17.420511
67e530ca0bb6,USD,D,Failed,Mpesa,2025-04-04 01:21:05.382695
0d9affe4896c,TSH,withdrawal,Failed,Bank Transfer,2025-03-01 02:49:02.095686
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-02-27 17:44:56.094300
05d9d5b8d053,KS,Deposit ,Failed,Paypal,2025-02-10 22:54:36.704310
201051cf708c,USD,withdrawal,Failed,Paypal,2025-03-19 15:02:15.612024
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-03-26 23:11:47.486790
57b0b1c3cf8d,USD,D,Pending,Cash Desk,2025-04-17 17:23:54.432652
201051cf708c,USD,withdrawal,Failed,Paypal,2025-03-29 06:30:05.300414
6fb1bdb6ea69,UGSH,D,Pending,Paypal,2025-04-15 23:44:40.297030
b4c1bebd9d2f,TZSH,D,Failed,Mpesa,2025-02-15 03:24:24.597389
8ea2b30881d6,RWF, Withdrawal ,Failed,Cash Desk,2025-04-08 02:42:25.551851
6b7dcbf71970,KS,Deposit ,Failed,Mpesa,2025-03-11 14:02:33.401407
d0d984b6e176,USH, Withdrawal ,Failed,Mpesa,2025-03-24 05:10:07.158229
225257ed7512,TZS,withdrawal,Pending,Mpesa,2025-04-16 02:37:04.727736
a710462c6fd2,RF,Deposit ,Failed,Mpesa,2025-02-08 07:43:43.685329
6e272cf1277d,KSH,D,Failed,Mpesa,2025-03-21 16:35:35.901269
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-04-11 04:42:35.065562
f8ddec842c09,TZS, Withdrawal ,Failed,Mpesa,2025-03-28 08:37:45.995668
9d9859578cbd,RF, Withdrawal ,Failed,Paypal,2025-03-07 14:37:53.243839
815c19adfba3,KS,withdrawal,Failed,Mpesa,2025-02-09 10:02:50.538822
23f9849a5d6a,UGX,Deposit ,Failed,Cash Desk,2025-02-04 13:11:03.185929
8764b15da840,TSH,deposit,Failed,Mpesa,2025-04-02 05:23:00.802351
6dea75eee7f0,USD,D,Pending,Mpesa,2025-04-17 16:59:06.893422
593da5400b5f,KSH,W,Completed,Mpesa,2025-04-25 10:16:04.752538
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-04-01 05:30:40.484465
8764b15da840,TSH,deposit,Failed,Mpesa,2025-04-09 13:20:56.722217
cba1f6924f5a,RF,withdrawal,Failed,Cash Desk,2025-02-17 09:10:14.309669
201051cf708c,USD,withdrawal,Failed,Paypal,2025-03-03 06:41:16.784273
de14c1a0140f,UGX,deposit,Failed,Bank Transfer,2025-03-23 22:54:24.026212
d891fbc2ab04,TZS,D,Failed,Bank Transfer,2025-03-29 05:44:28.449460
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-03-07 23:06:44.594024
4c11502d0308,KS,D,Failed,Cash Desk,2025-02-07 17:45:38.609878
99819a3a9fab,USD,D,Failed,Cash Desk,2025-02-10 08:14:34.923170
08efa3951b67,TZSH, Withdrawal ,Failed,Paypal,2025-04-07 18:31:02.318712
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-04-10 11:33:25.260645
1c4292fb21ff,USD,deposit,Failed,Mpesa,2025-03-25 02:05:43.028614
e34daa9490d0,UGX, Withdrawal ,Failed,Cash Desk,2025-02-18 17:00:57.601913
26c0d7ec5b97,TZS,withdrawal,Failed,Cash Desk,2025-03-10 00:02:16.717176
8a6c21e0926c,RF,Deposit ,Failed,Bank Transfer,2025-03-23 14:39:55.456522
71068820111e,KSH,D,Pending,Cash Desk,2025-04-21 05:31:06.574831
fd5da293bb89,USH,Deposit ,Pending,Paypal,2025-04-18 22:43:54.461183
bdb95a932960,TZSH,deposit,Completed,Cash Desk,2025-04-20 22:18:44.770111
b9c10b29bcf4,RWF,D,Failed,Paypal,2025-03-31 18:28:59.617326
8d3962e8acf7,KS,withdrawal,Failed,Paypal,2025-03-16 02:25:56.742860
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-02-20 21:04:07.617186
aac8c18904d8,TZSH,W,Failed,Mpesa,2025-03-27 00:30:54.757091
8514650747cd,RWF,W,Pending,Bank Transfer,2025-04-18 22:23:23.884621
d89d28618988,KSH,deposit,Failed,Mpesa,2025-04-11 02:22:49.477477
d78b592aa958,USH,withdrawal,Failed,Mpesa,2025-02-07 18:10:25.706656
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-03-05 01:38:39.491021
cfc90028b38c,RWF, Withdrawal ,Failed,Bank Transfer,2025-02-19 14:47:20.830206
d35962d5cdfe,KES,D,Failed,Bank Transfer,2025-03-31 19:22:03.173437
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-02-24 02:55:02.109352
